Data,Otwarcie,Najwyższy,Najniższy,Zamknięcie,Wolumen
2004-09-30,98.24,98.24,98.24,98.24,50
2004-10-07,96.11,96.11,95.83,95.83,152
2004-10-08,97,97,97,97,50
2004-10-13,96,96,95.82,95.9,2887
2004-10-14,97,97,97,97,10
2004-10-21,96.5,96.5,96.5,96.5,85
2004-10-22,96,96,96,96,360
2004-10-25,96,96.5,95.75,96.5,571
2004-10-26,95,96.5,95,96.5,5542
2004-10-27,95.2,95.2,95,95,140
2004-10-28,95.1,97,95.1,97,217
2004-10-29,98.79,98.79,98.79,98.79,16
2004-11-08,98.8,98.8,98.8,98.8,100
2004-11-09,95.61,99,95.61,99,519
2004-11-12,98,98,98,98,100
2004-11-15,97.3,98,97.3,98,1058
2004-11-16,98,98,97,97,595
2004-11-17,97,97,97,97,50
2004-11-18,97,97,97,97,60
2004-11-19,96.31,97,96.3,97,701
2004-11-22,96.01,96.01,95.55,95.55,271
2004-11-23,96.95,96.95,96.95,96.95,10
2004-11-24,96.05,96.05,96.05,96.05,100
2004-11-25,96.05,96.05,96.05,96.05,501
2004-11-26,97,97,97,97,10
2004-11-30,96.05,98,96.05,98,1040
2004-12-02,96.07,96.07,96.05,96.05,50
2004-12-03,98,98,98,98,130
2004-12-06,97,97,97,97,25
2004-12-07,96.11,97,96.05,96.06,602
2004-12-08,97,97,96.05,96.05,199
2004-12-09,97,97,96.2,96.2,51
2004-12-13,96.15,97.97,96.15,97.97,65
2004-12-14,96.4,96.4,96.4,96.4,21
2004-12-16,97.02,97.02,97.01,97.01,20
2004-12-17,97.03,97.97,97.03,97.97,130
2004-12-22,97.17,97.17,97.17,97.17,140
2004-12-23,96.9,96.9,96.9,96.9,250
2004-12-27,97,97,96.5,96.6,299
2004-12-28,96.6,97.6,96.1,97.6,859
2004-12-29,97.8,99,97.8,99,900
2004-12-30,99.5,99.5,99.5,99.5,180
2005-01-03,96.27,96.27,96.27,96.27,19
2005-01-04,96.71,96.71,96.7,96.7,100
2005-01-05,96.72,97.6,96.4,97.6,1000
2005-01-06,96.7,98,96.7,98,109
2005-01-07,98,98,98,98,2912
2005-01-10,96.73,96.73,96.6,96.6,602
2005-01-11,96.65,98.1,96.65,98.1,140
2005-01-12,97,97,97,97,150
2005-01-14,96.8,97,96.8,97,420
2005-01-18,96.8,98,96.8,98,611
2005-01-20,96.85,98,96.85,98,140
2005-01-21,98.1,98.1,98.1,98.1,550
2005-01-24,98.1,98.1,98.1,98.1,50
2005-01-26,98.1,98.1,98.1,98.1,141
2005-01-27,96.8,96.8,96.8,96.8,500
2005-01-28,97.8,97.8,97.8,97.8,260
2005-01-31,98,98,97.5,97.5,1050
2005-02-01,97.55,97.55,97.5,97.5,1100
2005-02-02,97.5,97.5,97.5,97.5,101
2005-02-04,98.09,98.1,98.09,98.1,105
2005-02-07,98.1,98.1,98.1,98.1,174
2005-02-09,98.1,98.1,98.1,98.1,200
2005-02-10,98.1,98.1,98.1,98.1,724
2005-02-11,98.1,98.1,98.1,98.1,25
2005-02-16,98.5,98.5,98.5,98.5,200
2005-02-17,98.5,98.5,98.5,98.5,100
2005-02-22,98.21,98.21,98.2,98.2,205
2005-02-23,98.5,98.5,98.2,98.2,102
2005-02-24,98.5,98.5,98.5,98.5,100
2005-02-25,98.5,98.5,98.5,98.5,100
2005-02-28,98.62,98.62,97.1,97.1,1413
2005-03-03,97.6,97.6,97.6,97.6,69
2005-03-04,97.6,97.6,96.6,97.6,985
2005-03-08,96.67,97.7,96.67,97.7,784
2005-03-10,98,98,97.8,97.8,5006
2005-03-15,97.1,97.1,97.1,97.1,100
2005-03-16,97.1,98,97.1,98,1044
2005-03-18,98,98,98,98,62
2005-03-23,98,98,98,98,50
2005-03-24,98,98,98,98,40
2005-03-29,97.81,97.81,97.2,97.8,1350
2005-03-30,99.1,99.1,99.1,99.1,891
2005-03-31,100,100,100,100,200
2005-04-05,99.2,99.2,99.2,99.2,24
2005-04-07,98.5,98.5,98.5,98.5,15
2005-04-11,98.1,98.1,98.1,98.1,400
2005-04-12,98.1,98.1,98.01,98.01,76
2005-04-13,98.01,98.01,98,98,300
2005-04-14,97.61,97.61,97.61,97.61,35
2005-04-15,97.62,97.62,97.5,97.5,252
2005-04-19,97.6,97.6,97.2,97.2,100
2005-04-20,97.3,97.3,97.1,97.1,800
2005-04-21,97.5,97.5,97.1,97.1,300
2005-04-22,99,99,99,99,300
2005-04-25,97.3,97.31,96.9,97,605
2005-04-26,96.91,96.91,96.91,96.91,50
2005-04-27,98.7,98.7,98.7,98.7,50
2005-04-28,98.75,98.75,98.75,98.75,200
2005-04-29,98.89,99,98.89,99,200
2005-05-05,99,99,99,99,456
2005-05-06,99.9,99.9,99.9,99.9,200
2005-05-09,98.2,99.2,98.2,99.2,260
2005-05-10,99.2,99.2,98.41,98.41,176
2005-05-11,99.2,99.2,99.2,99.2,10
2005-05-13,99.1,99.9,99.1,99.9,1786
2005-05-18,99.9,99.9,99.9,99.9,15
2005-05-20,99,99.8,99,99.8,135
2005-05-23,99.6,99.6,99.6,99.6,129
2005-05-24,99.6,99.6,99.6,99.6,114
2005-05-25,99.6,99.6,99.6,99.6,65
2005-05-27,99.1,99.1,99.1,99.1,20
2005-05-30,99.1,99.1,99.1,99.1,50
2005-05-31,99.5,99.5,98.9,98.9,156
2005-06-01,98.5,99,98,98,1334
2005-06-02,98.1,98.1,98.1,98.1,191
2005-06-03,98.9,98.9,98.9,98.9,37
2005-06-06,99.4,99.4,99.4,99.4,25
2005-06-08,99,99,98.51,98.51,100
2005-06-10,98.7,98.7,98.7,98.7,15
2005-06-13,98.6,99,98.6,99,110
2005-06-14,99,99,98.6,98.6,171
2005-06-15,98.2,99,98.2,99,251
2005-06-16,99,99,98,98,201
2005-06-20,99,99,99,99,75
2005-06-22,99,99,98.2,98.2,75
2005-06-23,98.1,98.1,98,98,300
2005-06-24,98.3,98.3,98.3,98.3,51
2005-06-28,98.3,98.3,98.3,98.3,618
2005-06-29,98.3,98.3,98,98.25,738
2005-06-30,98.3,98.3,97.9,97.9,310
2005-07-04,98.3,98.3,98,98.3,466
2005-07-06,98.1,98.3,97.7,98.3,1417
2005-07-12,97.22,97.22,97,97,565
2005-07-13,97.21,97.25,97.2,97.2,153
2005-07-14,97.35,97.35,97.31,97.31,80
2005-07-15,98.4,98.4,98.4,98.4,300
2005-07-18,97.46,97.46,97.4,97.4,520
2005-07-21,97.5,97.5,96.1,96.1,1247
2005-07-22,97.1,97.1,96.3,96.3,250
2005-07-25,96.2,96.3,96,96,1080
2005-07-26,96.1,96.1,96,96,200
2005-07-27,97,97,97,97,20
2005-07-28,97,97,97,97,45
2005-08-01,96.4,96.4,96.1,96.1,101
2005-08-02,97.3,97.3,97.3,97.3,197
2005-08-03,97,97,97,97,250
2005-08-05,96.4,96.5,96.2,96.2,541
2005-08-08,96.5,97,96,96,1130
2005-08-09,96.02,96.02,96.02,96.02,50
2005-08-10,97.49,97.49,97.49,97.49,101
2005-08-12,97,97,97,97,180
2005-08-16,97,97.4,97,97.4,115
2005-08-17,97.4,97.4,97.4,97.4,34
2005-08-18,97.7,97.7,97.4,97.4,725
2005-08-19,97.4,97.4,97.4,97.4,179
2005-08-22,97.4,98,97.4,98,306
2005-08-23,97,97,96.7,96.7,250
2005-08-24,96.65,96.65,96.65,96.65,22
2005-08-25,98,98,98,98,10
2005-08-29,98,98,98,98,150
2005-08-30,97.99,97.99,96.7,96.7,684
2005-08-31,97.9,97.9,97.9,97.9,260
2005-09-01,97.9,97.9,96.75,97.9,304
2005-09-02,96.76,96.76,96.6,96.6,302
2005-09-06,97.9,97.9,96.23,96.23,373
2005-09-07,97,97,97,97,45
2005-09-08,96.66,96.66,96.5,96.5,377
2005-09-09,96.5,97,96.5,96.5,618
2005-09-14,96.76,96.85,96.76,96.8,279
2005-09-15,96.9,97.01,96.9,97.01,150
2005-09-16,97.11,98,97.11,98,301
2005-09-19,98,98,98,98,392
2005-09-20,98.87,98.87,98.87,98.87,1
2005-09-21,98.79,98.88,98.55,98.6,357
2005-09-22,98.55,98.89,98.55,98.89,224
2005-09-23,98.55,98.7,98.55,98.6,289
2005-09-26,98.6,98.7,98.5,98.5,855
2005-09-27,98.5,98.65,98.5,98.65,670
2005-09-28,98.7,98.7,98.7,98.7,51
2005-09-29,98.98,99.45,98.8,98.8,666
2005-09-30,99.4,99.4,98.8,98.8,391
2005-10-03,99.4,99.4,98.8,98.8,134
2005-10-04,98.83,99,98.2,98.6,512
2005-10-05,98.6,98.6,98.2,98.2,764
2005-10-06,98.61,98.61,98.6,98.6,15
2005-10-07,99.2,99.2,98.4,98.4,120
2005-10-10,98.31,98.31,98.01,98.01,450
2005-10-11,98.01,99.29,97.4,97.5,345
2005-10-12,98,98,97.43,98,175
2005-10-14,99.2,99.4,99.2,99.4,200
2005-10-17,98,98,98,98,212
2005-10-18,98.02,98.1,98,98.1,650
2005-10-20,98.2,98.2,98.2,98.2,100
2005-10-24,98.99,99,98.99,99,245
2005-10-25,98.3,98.3,98.3,98.3,50
2005-10-26,99,99,98.35,98.35,650
2005-10-28,98.51,98.51,98.48,98.48,200
2005-10-31,98.6,98.6,98.51,98.51,100
2005-11-02,98.52,98.52,98.52,98.52,26
2005-11-03,98.66,99.05,98.66,99,485
2005-11-04,99.05,99.05,99.05,99.05,74
2005-11-07,99,99.15,98.86,99.15,689
2005-11-08,99.18,99.45,99.17,99.45,316
2005-11-09,99.45,99.45,99.4,99.4,170
2005-11-10,99.21,99.21,99.2,99.2,105
2005-11-14,99.1,99.1,99,99,1649
2005-11-16,99,99,98.96,98.96,70
2005-11-18,98.96,99.58,98.96,99.58,131
2005-11-21,99.2,99.5,99.2,99.5,150
2005-11-22,99.2,99.5,99.2,99.5,50
2005-11-23,99.5,99.58,99.3,99.3,85
2005-11-25,99.35,99.59,99.35,99.59,115
2005-11-28,99.7,99.99,99.7,99.99,1639
2005-11-30,99.71,99.71,99.71,99.71,70
2005-12-01,99.94,99.95,99.7,99.7,185
2005-12-02,99.7,99.71,99.7,99.7,725
2005-12-05,99.7,99.7,99.7,99.7,508
2005-12-06,99.94,99.95,99.7,99.7,140
2005-12-07,99.95,100,99.95,99.95,951
2005-12-08,100,100,99.7,99.7,884
2005-12-09,100,100,100,100,161
2005-12-12,100,100,99.7,99.7,461
2005-12-13,99.77,99.77,99.76,99.76,100
2005-12-15,99.77,100,99.76,100,264
2005-12-16,99.8,99.8,99.8,99.8,10
2005-12-19,99.81,100,99.81,99.81,670
2005-12-21,99.81,99.81,99.7,99.7,1174
2005-12-22,99.24,99.24,99.21,99.21,110
2005-12-27,99.6,99.6,99.6,99.6,50
2005-12-28,100,100,99.99,100,1030
2005-12-29,99.99,99.99,99.6,99.6,300
2005-12-30,100,100,100,100,1154
2006-01-02,100,100,99.6,99.6,271
2006-01-03,99.65,100.18,99.65,100.18,837
2006-01-04,100.18,100.18,100,100.18,244
2006-01-05,100.2,100.49,100.2,100.49,874
2006-01-06,100.5,100.5,100.5,100.5,796
2006-01-09,100.5,101,100.5,101,533
2006-01-10,101.05,101.05,101,101,95
2006-01-11,101.2,101.2,101.2,101.2,240
2006-01-12,101.2,101.2,101.1,101.1,810
2006-01-13,101.6,101.6,101.5,101.5,70
2006-01-16,101.94,101.94,101.3,101.3,381
2006-01-17,101.5,101.93,101.5,101.93,392
2006-01-18,101.94,102,101.94,102,573
2006-01-19,102,102.5,101.93,102.5,1436
2006-01-20,103,103,102.5,102.5,530
2006-01-23,102.5,103,102.4,102.5,727
2006-01-24,102.4,102.99,101.3,101.3,552
2006-01-25,101.7,101.7,101.7,101.7,50
2006-01-26,102.5,102.5,102.5,102.5,142
2006-01-27,102.3,102.3,102,102,920
2006-01-30,102,102,101.4,101.4,250
2006-01-31,102,102,101.8,102,259
2006-02-01,102,102,101.34,101.5,1074
2006-02-02,102,102,101.52,101.52,380
2006-02-03,101.8,101.8,101.55,101.55,787
2006-02-06,102.5,102.5,102.5,102.5,10
2006-02-07,102.6,102.6,101.5,101.5,3020
2006-02-08,101.71,101.71,101.5,101.5,609
2006-02-09,101.41,101.5,101.41,101.5,100
2006-02-10,101.5,101.5,101.5,101.5,93
2006-02-13,101.5,101.5,101.1,101.1,728
2006-02-14,101.5,101.5,101.5,101.5,100
2006-02-15,101.5,101.9,101.5,101.9,505
2006-02-16,101.55,102,101.55,102,149
2006-02-17,102,102,102,102,170
2006-02-20,102,102.5,102,102.5,451
2006-02-21,102.5,102.5,101.62,101.62,713
2006-02-22,102.1,102.1,102.1,102.1,50
2006-02-23,102.4,102.4,101.7,101.7,150
2006-02-24,102,102.5,102,102.5,294
2006-02-27,102,102.5,101.9,102.1,759
2006-02-28,102.4,102.4,101.9,101.99,542
2006-03-01,102.2,102.4,102.2,102.4,560
2006-03-02,102.5,103.49,102.5,103.49,1581
2006-03-03,103.48,103.5,100,102.5,8808
2006-03-06,102.5,102.55,102.5,102.52,155
2006-03-07,103,103,103,103,465
2006-03-08,103.49,103.5,103.49,103.5,1095
2006-03-09,102.77,102.77,102.5,102.6,401
2006-03-10,103.5,104.4,103.5,103.9,582
2006-03-13,104,106,104,106,845
2006-03-14,105.99,106,104.08,106,705
2006-03-16,105.99,106,105.16,105.16,163
2006-03-17,107.9,108.49,107.9,107.9,368
2006-03-20,108,108.1,108,108.1,911
2006-03-21,108.2,108.5,107.6,107.6,773
2006-03-22,108,108,107.6,108,139
2006-03-23,108,111.49,108,111.49,875
2006-03-24,111,111,111,111,200
2006-03-27,110.99,111.49,110.99,111.49,511
2006-03-28,111.49,114,111.49,114,628
2006-03-29,112.51,113.9,112.01,113.9,912
2006-03-30,114,114,113.5,113.5,647
2006-03-31,113.7,113.7,113.7,113.7,50
2006-04-03,114,114,112.8,112.81,491
2006-04-04,112.89,112.89,106.5,106.5,2666
2006-04-05,106.51,109.75,106.51,109.7,674
2006-04-06,109.4,109.8,107.03,109.8,592
2006-04-07,109.8,110,109.8,110,56
2006-04-10,110,110,109.5,109.5,155
2006-04-11,110,110,108,108,142
2006-04-12,109,110.5,109,110.5,324
2006-04-13,109.5,110.49,108.01,110.49,835
2006-04-18,110.4,112,110.4,110.5,593
2006-04-19,110.5,110.5,110.5,110.5,119
2006-04-20,111.5,111.5,110.1,110.5,1010
2006-04-21,110.4,111.44,109.4,111.44,920
2006-04-24,110.5,110.5,110,110.5,309
2006-04-25,110,110.5,109.1,109.1,1025
2006-04-26,110,110,108.6,108.6,996
2006-04-27,109,109,108.9,108.9,180
2006-04-28,109.5,110,109.5,109.5,378
2006-05-02,108.52,108.6,108.2,108.5,1583
2006-05-04,109,109,108.1,108.1,67
2006-05-05,108.11,108.5,105,107,2071
2006-05-08,107,107,106.75,106.75,688
2006-05-09,107,107,106.95,107,2239
2006-05-10,107.5,108,107,107,612
2006-05-11,108,110,108,110,1512
2006-05-12,109.99,109.99,109.99,109.99,10
2006-05-15,109.97,109.98,108.5,108.5,113
2006-05-16,109.97,109.97,107.52,107.52,1824
2006-05-17,108.2,109.5,107.8,109.5,865
2006-05-19,108.9,109.9,108.9,109.49,189
2006-05-22,109.1,110,109,109.99,1472
2006-05-23,109.99,110,109.99,109.99,589
2006-05-24,109.99,109.99,108.91,109.98,549
2006-05-25,109,109,108.57,108.6,190
2006-05-26,109.96,109.97,109.96,109.97,439
2006-05-29,109.94,109.94,109.02,109.94,290
2006-05-30,109.94,109.94,109.1,109.5,505
2006-05-31,109.01,110,109,110,1360
2006-06-01,110,110.49,110,110.49,965
2006-06-02,110.5,110.53,110.5,110.53,120
2006-06-05,111,111,111,111,51
2006-06-06,111.98,112,111.9,112,286
2006-06-07,112,112.8,112,112.8,774
2006-06-08,112.5,112.8,111,111,1291
2006-06-09,111,111,110.49,110.5,360
2006-06-12,110.49,110.99,110,110,676
2006-06-13,110,110.5,109.1,110,1230
2006-06-14,110.99,111,110,110,164
2006-06-16,109.5,110.5,109.5,110.5,1125
2006-06-19,110,110,110,110,105
2006-06-20,110,110,109,110,646
2006-06-21,109.5,109.5,109,109.3,550
2006-06-22,109.29,109.29,109.29,109.29,47
2006-06-23,109.3,109.3,109.3,109.3,277
2006-06-26,109.3,109.3,108.01,108.01,1283
2006-06-27,108.02,109.3,108.02,109.3,182
2006-06-28,109.3,109.5,109.3,109.5,12
2006-06-30,109.5,109.5,109.5,109.5,340
2006-07-03,109.03,109.03,108.05,108.05,552
2006-07-04,108,109.49,107.05,109.49,1085
2006-07-05,109.47,109.47,107,107.02,3148
2006-07-06,108.5,108.5,108.1,108.1,300
2006-07-07,108,108.9,108,108.9,180
2006-07-10,108.21,108.21,108.1,108.1,588
2006-07-12,108.5,108.5,107.2,108,1050
2006-07-13,108,108,107.5,108,767
2006-07-14,108,108.75,108,108.5,310
2006-07-17,107.52,107.52,107.2,107.2,100
2006-07-18,107.5,109,107.37,109,252
2006-07-19,107.55,107.55,107.51,107.51,25
2006-07-20,108,109,107.81,107.81,821
2006-07-21,108.99,108.99,108,108,1133
2006-07-24,107.22,108,107.21,108,868
2006-07-25,108,108,107.6,107.6,43
2006-07-26,107.6,107.7,107.6,107.7,110
2006-07-27,107.7,108,107.5,108,175
2006-07-28,107.9,108,107.9,108,379
2006-07-31,108,108,107.9,108,240
2006-08-01,108,108,108,108,166
2006-08-02,108,108,107.28,107.5,374
2006-08-03,108,108,107.41,107.45,245
2006-08-04,107.32,108,107.32,108,65
2006-08-07,108,108,107,107,1159
2006-08-08,107.5,107.5,106.75,106.75,300
2006-08-09,108,108,107,108,380
2006-08-10,107.2,107.2,107.1,107.1,100
2006-08-11,107.1,107.1,106.83,106.83,200
2006-08-14,108,108,108,108,296
2006-08-16,108.01,108.98,108,108.98,394
2006-08-17,108.89,109,108.55,108.99,832
2006-08-18,108.22,109,108.22,109,190
2006-08-21,108.9,108.9,108,108,1205
2006-08-22,108,108.89,108,108,542
2006-08-24,108.88,108.88,108.88,108.88,14
2006-08-25,108.88,108.88,108.88,108.88,288
2006-08-28,108.89,108.9,108.2,108.2,249
2006-08-30,108.2,108.2,108.2,108.2,87
2006-08-31,108.21,108.21,108.2,108.2,41
2006-09-01,108.12,108.12,107.72,107.72,315
2006-09-04,108.4,108.4,108.4,108.4,400
2006-09-06,107.94,107.94,107.93,107.93,34
2006-09-12,108.01,108.01,108.01,108.01,48
2006-09-13,108.01,108.01,108.01,108.01,50
2006-09-14,108.25,108.25,108.05,108.05,133
2006-09-15,108.1,108.1,108.1,108.1,30
2006-09-18,108.1,108.1,108.1,108.1,40
2006-09-19,108.11,108.9,108.11,108.9,11
2006-09-20,108.9,109,108.9,109,67
2006-09-21,109.01,109.19,107.92,107.92,751
2006-09-27,108.5,108.5,107.92,107.92,336
2006-09-28,108.95,108.95,107.51,107.51,1024
2006-09-29,108.79,108.8,108.79,108.8,100
2006-10-02,108.01,108.01,108.01,108.01,6
2006-10-03,110,113.12,110,113.12,3122
2006-10-04,113.09,113.12,112.6,113.12,133
2006-10-05,112.51,113.12,112.5,113.12,2688
2006-10-06,113.5,113.7,113.5,113.7,80
2006-10-09,113.4,113.4,112.5,112.8,411
2006-10-10,112.5,112.8,112.5,112.8,285
2006-10-11,112.8,112.8,112.8,112.8,102
2006-10-12,113,113.4,113,113.4,251
2006-10-13,113.99,114.89,112.31,114.89,2525
2006-10-16,114.8,114.8,112.37,112.51,70
2006-10-17,113.02,113.5,113,113,246
2006-10-18,113,113,112.85,112.85,140
2006-10-19,113.7,113.99,113.7,113.99,36
2006-10-20,114,115.5,114,115.5,1715
2006-10-23,115.79,115.79,113.6,115.5,409
2006-10-24,115.5,116.99,115.5,116.99,186
2006-10-25,118.1,118.5,118.1,118.5,458
2006-10-26,118.95,118.95,115.93,117.97,737
2006-10-27,117.97,118,116.5,117.99,689
2006-10-30,117.1,119.99,117.1,117.1,1075
2006-10-31,118,120,118,120,260
2006-11-02,120,120,119.9,119.9,30
2006-11-03,119.6,119.6,119.6,119.6,20
2006-11-06,121.84,122.39,121,122.39,437
2006-11-07,122.7,125.9,122.7,125.9,370
2006-11-08,126.79,136,126.79,133.5,3355
2006-11-09,133.5,137,133,133,769
2006-11-10,133,134.9,132,132,102
2006-11-13,132,132,130.5,130.5,508
2006-11-14,131,131,125.51,130,653
2006-11-15,129,129.9,125,127,1073
2006-11-16,127,129.5,127,129.5,183
2006-11-17,129,129,125,129,363
2006-11-20,129,133.6,129,133.6,402
2006-11-21,130.5,133,130,130.1,1677
2006-11-22,128.61,133.5,128.61,132.2,129
2006-11-23,130.5,132.6,130.01,132.54,120
2006-11-24,130.72,131.95,130.72,131,209
2006-11-27,131,131.5,126,131.5,1412
2006-11-28,128.02,131,128.02,131,347
2006-11-29,130.5,133.5,130.01,131.8,1675
2006-11-30,131.79,133.33,130.06,132.6,395
2006-12-01,132.6,133.39,129.51,130.52,284
2006-12-04,130,132.88,129.51,132.5,258
2006-12-05,132.49,132.5,131.5,131.5,183
2006-12-06,131.5,131.5,131,131,230
2006-12-07,132.99,133.99,131,131.26,555
2006-12-08,132,132.9,131,131,340
2006-12-11,132.48,133.99,131.2,132.01,273
2006-12-12,133.99,134,132.5,132.5,977
2006-12-13,133.7,133.9,133.5,133.5,597
2006-12-14,134.5,136.5,134.5,134.5,822
2006-12-15,135.95,136,134.1,134.1,578
2006-12-18,134.5,135.5,134.5,135,423
2006-12-19,135.3,135.5,134,134,1378
2006-12-20,136,136,132.5,132.5,1295
2006-12-21,133.1,136,133.1,135,563
2006-12-22,136,136,134.5,134.5,821
2006-12-27,135.98,135.99,135.98,135.99,56
2006-12-28,135.95,137,134.1,136.5,893
2006-12-29,137.5,142.75,137.5,139.7,616
2007-01-02,138.5,140,138,138,837
2007-01-03,138,138,138,138,257
2007-01-04,139,140,138,138.5,674
2007-01-05,139.99,140,139.5,139.5,1299
2007-01-08,138.51,140.1,138.51,140,393
2007-01-09,140,144.44,140,144.43,697
2007-01-10,146.1,151.4,146.1,150.9,1369
2007-01-11,153.1,157.4,149.05,154.5,1343
2007-01-12,154.9,154.9,153,154.7,1037
2007-01-15,155,162,155,159.99,5853
2007-01-16,163,165,160,162,6201
2007-01-17,162,163.5,162,163.4,2345
2007-01-18,163.5,164.5,163.5,164.5,2313
2007-01-19,165.9,165.9,165,165.5,2286
2007-01-22,165.9,168,164.5,168,1364
2007-01-23,168,168,166,168,4484
2007-01-24,170,174.9,170,172.41,2133
2007-01-25,173.5,179,173.5,178,1551
2007-01-26,177,183,175,180,2372
2007-01-29,183,193.4,183,187,3693
2007-01-30,193.99,193.99,190,193,2585
2007-01-31,196,198,171,172.49,5429
2007-02-01,173,185,171,182.55,2430
2007-02-02,184.98,186.69,176,178,1771
2007-02-05,173.01,181.98,173.01,179,1205
2007-02-06,176,177.9,162,170,2923
2007-02-07,169.9,169.9,159,166.94,1664
2007-02-08,165.8,174,165.01,170,1383
2007-02-09,171,171.5,165,168.9,1016
2007-02-12,170.4,170.49,166.01,169.5,190
2007-02-13,168.9,169.8,168.9,169.8,326
2007-02-14,168,168,160,162.91,1617
2007-02-15,164.4,164.6,162.5,164.6,500
2007-02-16,164,167.48,162.65,166.4,616
2007-02-19,166.4,166.4,163,164.8,445
2007-02-20,164.8,164.8,159,161.7,1043
2007-02-21,162.5,162.5,159.25,161.6,211
2007-02-22,160.01,163.5,159.55,162,610
2007-02-23,161,163,160.5,161,574
2007-02-26,161.2,162,161,161.1,455
2007-02-27,161,162,157.1,157.1,1559
2007-02-28,151.3,159,151.3,158.89,922
2007-03-01,160.89,160.89,151.6,156,660
2007-03-02,156.9,157,155.95,157,272
2007-03-05,156.87,156.87,152,154,640
2007-03-06,154,156.5,154,156.2,334
2007-03-07,157.89,160,150.5,156.99,918
2007-03-08,156,156,151.02,155.5,359
2007-03-09,154.01,155.5,152,154.97,750
2007-03-12,155,155.49,154.5,155.49,393
2007-03-13,155.6,157.2,155.02,155.02,556
2007-03-14,155.1,155.11,153,154,762
2007-03-15,154.9,155.99,152.56,155.5,734
2007-03-16,155.49,155.49,154.5,155,120
2007-03-19,153.32,154,152,153.4,971
2007-03-20,153,153.98,151.59,153.98,187
2007-03-21,153.89,153.89,152.2,153,112
2007-03-22,153,153.9,153,153.9,305
2007-03-23,152.05,153.5,151.9,153.5,402
2007-03-26,153.5,153.5,151.7,152,855
2007-03-27,151.9,153.6,151.9,152.3,690
2007-03-28,153.79,153.79,152.6,152.6,205
2007-03-29,153.69,153.69,151.8,152.9,596
2007-03-30,153,153.69,152.5,153,470
2007-04-02,153.68,153.79,152.13,152.13,459
2007-04-03,151.92,151.92,147.35,147.49,4299
2007-04-04,145.6,146,144,144,1385
2007-04-05,144,144.7,143.51,144.7,397
2007-04-10,145,145.99,144.9,145,817
2007-04-11,144.9,145,143.8,144.5,1404
2007-04-12,144,144,141.5,142,627
2007-04-13,142,143.49,140.5,143.49,824
2007-04-16,143.49,143.8,141.02,143.8,212
2007-04-17,144.9,145.5,143.65,143.67,392
2007-04-18,145,145,140.5,144.95,320
2007-04-19,144.9,145.48,144,145.48,260
2007-04-20,144.99,149.98,143.7,149.98,488
2007-04-23,149.98,152.39,141,146,1097
2007-04-24,146.99,148.48,146,146,107
2007-04-25,145.99,146,145.99,146,100
2007-04-26,146,146,143.6,143.6,709
2007-04-27,144.5,144.5,143,143,366
2007-04-30,142.51,143,140.1,142.99,515
2007-05-02,140.6,142.99,140,142.98,627
2007-05-04,141,142.98,141,142.98,200
2007-05-07,142.99,142.99,140.1,140.1,266
2007-05-08,139.05,140.1,139.05,140,702
2007-05-09,139.2,140,138.1,139.5,603
2007-05-10,139.5,140,139,139,151
2007-05-11,139,139.5,138,138.02,725
2007-05-14,139,140,138.02,138.02,533
2007-05-15,138.3,138.5,137.71,138.5,157
2007-05-16,139.5,139.5,136.55,137,482
2007-05-17,135,136.5,132.05,135,2954
2007-05-18,133.5,133.5,132.5,133.01,1166
2007-05-21,133.5,133.5,132.05,132.05,344
2007-05-22,133,134.3,132.1,134.3,351
2007-05-23,135,135.2,133.5,134.2,2591
2007-05-24,135.15,136,133.6,136,258
2007-05-25,136,136.5,135.2,136.5,261
2007-05-28,136.5,136.5,136,136.5,186
2007-05-29,136.99,137,136,137,124
2007-05-30,137,137,137,137,24
2007-05-31,137.1,140,137,140,1009
2007-06-01,139.9,139.99,137.11,139.99,324
2007-06-04,139.99,140,137.2,140,550
2007-06-05,138,139.99,138,139.99,99
2007-06-06,140,140,138.05,139.99,77
2007-06-08,138.5,139.49,138.3,139.49,108
2007-06-11,138.5,139.5,136.5,137.5,1367
2007-06-12,137,137,136.2,136.2,18
2007-06-13,138.48,138.48,134.5,136,310
2007-06-14,136.1,138.48,136.1,138.48,380
2007-06-15,138.5,138.5,136.21,138.49,29
2007-06-18,137,137.9,136.2,137.9,207
2007-06-19,136.25,137.8,136.25,137.8,174
2007-06-20,136.55,136.65,136.1,136.2,773
2007-06-21,136.21,136.21,136,136.2,302
2007-06-22,136.5,136.5,136.1,136.1,322
2007-06-25,136,136,135.1,135.25,200
2007-06-26,136,136,135.1,135.5,333
2007-06-27,135.5,136,135.25,136,215
2007-06-28,135.05,137,135.05,136,336
2007-06-29,137,137.5,135.16,135.2,244
2007-07-02,136,136,135,135.25,827
2007-07-03,135.25,138,135.25,136,745
2007-07-04,136,136,135.98,136,207
2007-07-05,136,136.5,136,136,505
2007-07-06,136.02,137.9,136.01,136.5,255
2007-07-09,136.5,136.5,133.51,134,1191
2007-07-10,134,134,133.6,133.6,262
2007-07-11,134,134,132.8,134,309
2007-07-12,133,134,132.1,134,117
2007-07-13,132,133,132,133,60
2007-07-16,134,135,130,134,753
2007-07-17,132.6,132.6,132.6,132.6,50
2007-07-18,132.6,132.6,132.05,132.11,72
2007-07-19,133.49,133.5,130.71,132.2,138
