2010-12-16;116,5;1361438937;Australia, 1 $  2003, Ag 999, 1 oz, Zodiak - Koza
2010-12-16;118,6;1361438972;Australia, 1 $  2004, Ag 999, 1 oz, Zodiak - Ma³p
2010-12-16;143,5;1361438998;Australia, 1 $  2005, Ag 999, 1 oz, Zodiak - Kogut
2010-12-16;117,6;1361439132;Australia, 1 $  2006, Ag 999, 1 oz, Zodiak - Pies
2010-12-16;120;1361439179;Australia, 1 $  2010, Ag 999, 1 oz, Zodiak- Tygrys
2010-12-16;119,5;1361439219;Australia, 1 Dollar  2003, Ag 0,999, 1 oz., Kangur
2010-12-16;118,52;1361439325;Zambia, 5000 Kwacha 2002, Ag 0,999, 1 oz., S³onie
2010-12-16;112,5;1361439409;Somalia, 1000 Shillings 2004, Ag 999, 1 oz., S³oñ
2010-12-16;119;1361439441;Somalia, 1000 Shillings 2005, Ag 999, 1 oz., S³on
2010-12-16;111,02;1361830466;KANADA 5 DOLLARS DOLARÓW 1988 UNCJA SREBRA
2010-12-16;103,5;1361830565;KANADA 5 DOLLARS DOLARÓW 1990 UNCJA SREBRA
2010-12-16;103,51;1361830693;KANADA 5 DOLLARS DOLARÓW 1993 UNCJA SREBRA
2010-12-16;108,5;1361830751;KANADA 5 DOLLARS DOLARÓW 1994 UNCJA SREBRA
2010-12-16;110;1361831044;USA 1 DOLAR DOLLAR 1986  UNCJA SREBRA
2010-12-16;110;1361831084;USA 1 DOLAR DOLLAR 1987  UNCJA SREBRA
2010-12-16;102,51;1361831155;USA 1 DOLAR DOLLAR 1988  UNCJA SREBRA
2010-12-16;110;1361831212;USA 1 DOLAR DOLLAR 1989  UNCJA SREBRA
2010-12-16;110;1361831259;USA 1 DOLAR DOLLAR 1992  UNCJA SREBRA
2010-12-16;105,01;1361831376;USA 1 DOLAR DOLLAR 1993  UNCJA SREBRA
2010-12-16;103,5;1361831420;USA 1 DOLAR DOLLAR 1994  UNCJA SREBRA
2010-12-16;107,51;1361831460;USA 1 DOLAR DOLLAR 1997  UNCJA SREBRA
2010-12-16;107,5;1361831509;USA 1 DOLAR DOLLAR 2001  UNCJA SREBRA
2010-12-16;102,51;1361831545;USA 1 DOLAR DOLLAR 2007  UNCJA SREBRA
2010-12-16;107,5;1361831598;USA 1 DOLAR DOLLAR 2007  UNCJA SREBRA
2010-12-16;117,49;1361831754;CHINY 10 JUANÓW 1990 PANDA  UNCJA SREBRA
2010-12-16;133,5;1361831820;CHINY 10 JUANÓW 1989 PANDA  UNCJA SREBRA
2010-12-16;134,5;1361831874;CHINY 10 JUANÓW 2007 PANDA  UNCJA SREBRA
2010-12-16;129,49;1361832001;AUSTRALIA 5 DOLARÓW 1990 KOOKABURRA  UNCJA SREBRA
2010-12-16;142,5;1361832044;AUSTRALIA 5 DOLAR DOLLAR  2007 KOALA  UNCJA SREBRA
2010-12-16;109,76;1361832217;ROSJA 3 RUBLE 1993 BALET   UNCJA SREBRA
2010-12-16;111,960311;1355573429;Srebrny Koala 2011 1kg, jak srebrna sztabka!
2010-12-16;93;1361833586;KANADA 20 DOLARÓW 1988 SPORT    UNCJA SREBRA
2010-12-16;83;1361833678;KANADA 20 DOLARÓW 1988 SPORT  (2)  UNCJA SREBRA
2010-12-16;110,28;1355574160;Zestaw 25x Maple Leaf  - 25oz. czystego srebra
2010-12-16;115,05;1355573975;Zestaw 20x Silver Eagle  - 20 oz. czystego srebra
2010-12-16;121,760543;1355576572;Srebrna sztabka Wyspy Cooka 1kg czystego srebra
2010-12-16;109;1364964335;*FJODA* USA 1$ SIlver Eagle 2009 NGC MS69
2010-12-16;113,75;1355574217;Zestaw 20x Philharmoniker  - 20oz. czystego srebra
2010-12-16;110,5;1364964354;*FJODA* USA 1$ SIlver Eagle 2009 NGC MS69 (2)
